Date,State,Confirmed,Recovered,Deceased,Other,Tested
2021-07-07,Kerala,3011694,2889186,14108,479,23918742.0
2021-07-08,Kerala,3025466,2900600,14250,484,24045894.0
2021-07-09,Kerala,3039029,2911054,14380,484,24176318.0
2021-07-10,Kerala,3053116,2922921,14489,484,24308000.0
2021-07-11,Kerala,3065336,2935423,14586,487,24424563.0
2021-07-12,Kerala,3073134,2946870,14686,489,24509870.0
2021-07-13,Kerala,3087673,2957201,14810,492,24648919.0
2021-07-14,Kerala,3103310,2970175,14938,493,24804801.0
2021-07-15,Kerala,3117083,2982545,15025,495,24930543.0
2021-07-16,Kerala,3130833,2993242,15155,496,25060933.0
2021-07-17,Kerala,3146981,3006439,15269,498,25211041.0
2021-07-18,Kerala,3160937,3020052,15350,498,25341594.0
2021-07-19,Kerala,3170868,3033258,15408,498,25431248.0
2021-07-20,Kerala,3187716,3045310,15512,500,25572679.0
2021-07-21,Kerala,3205197,3059441,15618,502,25718672.0
2021-07-22,Kerala,3218015,3072895,15739,504,25822215.0
2021-07-23,Kerala,3235533,3083962,15871,506,25950704.0
2021-07-24,Kerala,3254064,3099469,15969,506,26106272.0
2021-07-25,Kerala,3271530,3114716,16035,507,26248280.0
2021-07-26,Kerala,3283116,3129628,16170,508,26357662.0
2021-07-27,Kerala,3305245,3143043,16326,509,26536792.0
2021-07-28,Kerala,3327301,3160804,16457,510,26733694.0
2021-07-29,Kerala,3349365,3177453,16585,510,26896792.0
2021-07-30,Kerala,3370137,3192104,16701,510,27049431.0
2021-07-31,Kerala,3390761,3208969,16781,513,27217010.0
2021-08-01,Kerala,3411489,3226761,16837,514,27387700.0
2021-08-02,Kerala,3425473,3242684,16955,514,27515603.0
2021-08-03,Kerala,3449149,3258310,17103,517,27715059.0
2021-08-04,Kerala,3471563,3277788,17211,518,27912151.0
2021-08-05,Kerala,3493603,3297834,17328,519,28075527.0
2021-08-06,Kerala,3513551,3317314,17515,519,28227419.0
2021-08-07,Kerala,3533918,3337579,17654,519,28379940.0
2021-08-08,Kerala,3552525,3357687,17747,519,28514136.0
2021-08-09,Kerala,3565574,3377691,17852,519,28612776.0
2021-08-10,Kerala,3586693,3396184,18004,519,28745545.0
2021-08-11,Kerala,3610193,3415595,18120,519,28907675.0
2021-08-12,Kerala,3631638,3436318,18280,519,29053257.0
2021-08-13,Kerala,3652090,3453174,18394,519,29195758.0
2021-08-14,Kerala,3671541,3472278,18499,519,29334981.0
2021-08-15,Kerala,3690123,3492367,18601,515,29457951.0
2021-08-16,Kerala,3702417,3510909,18743,515,29545529.0
2021-08-17,Kerala,3724030,3529465,18870,515,29685152.0
2021-08-18,Kerala,3745457,3548196,19049,515,29823377.0
2021-08-19,Kerala,3766573,3567492,19246,515,29954145.0
2021-08-20,Kerala,3786797,3584634,19345,515,30073530.0
2021-08-21,Kerala,3803903,3605480,19428,515,30170011.0
2021-08-22,Kerala,3814305,3631066,19494,515,30233417.0
2021-08-23,Kerala,3827688,3653008,19584,515,30319067.0
2021-08-24,Kerala,3851984,3672357,19757,515,30453773.0
2021-08-25,Kerala,3883429,3692628,19972,517,30619046.0
2021-08-26,Kerala,3913506,3711625,20134,518,30785443.0
2021-08-27,Kerala,3946307,3730198,20313,518,30956146.0
2021-08-28,Kerala,3977572,3751666,20466,518,31123643.0
2021-08-29,Kerala,4007408,3773754,20541,520,31275313.0
2021-08-30,Kerala,4027030,3796317,20673,520,31392529.0
2021-08-31,Kerala,4057233,3817004,20788,520,31552681.0
2021-09-01,Kerala,4090036,3838614,20961,522,31727535.0
2021-09-02,Kerala,4122133,3860248,21149,522,31901842.0
2021-09-03,Kerala,4151455,3883186,21280,522,32065533.0
2021-09-04,Kerala,4181137,3909096,21422,522,32234770.0
2021-09-05,Kerala,4207838,3937996,21496,522,32390313.0
2021-09-06,Kerala,4227526,3966557,21631,522,32508136.0
2021-09-07,Kerala,4253298,3993877,21820,522,32670564.0
2021-09-08,Kerala,4283494,4021456,22001,523,32841859.0
2021-09-09,Kerala,4309694,4050665,22126,523,32998816.0
2021-09-10,Kerala,4334704,4074200,22303,523,33150133.0
2021-09-11,Kerala,4355191,4100355,22484,523,33284994.0
2021-09-12,Kerala,4375431,4130065,22551,523,33400569.0
2021-09-13,Kerala,4390489,4158504,22650,523,33492454.0
2021-09-14,Kerala,4406365,4184158,22779,523,33597459.0
2021-09-15,Kerala,4424046,4209746,22987,523,33694529.0
2021-09-16,Kerala,4446228,4236309,23165,523,33816015.0
2021-09-17,Kerala,4469488,4256697,23296,528,33944832.0
2021-09-18,Kerala,4488813,4283963,23439,528,33944832.0
2021-09-19,Kerala,4508466,4310674,23591,529,34179197.0
2021-09-20,Kerala,4524158,4332897,23683,529,34268919.0
2021-09-21,Kerala,4539926,4354264,23897,529,34374432.0
2021-09-22,Kerala,4559601,4373966,24039,529,34494026.0
2021-09-23,Kerala,4579283,4394476,24191,529,34615971.0
2021-09-24,Kerala,4597266,4409530,24318,529,34726494.0
2021-09-25,Kerala,4613937,4423772,24438,529,34841121.0
2021-09-26,Kerala,4629888,4441430,24603,529,34944605.0
2021-09-27,Kerala,4641587,4459193,24661,529,35024977.0
2021-09-28,Kerala,4652783,4478042,24810,529,35121413.0
2021-09-29,Kerala,4664944,4495904,24965,529,35211807.0
2021-09-30,Kerala,4680858,4512662,25087,529,35315678.0
2021-10-01,Kerala,4694692,4526429,25182,529,35421046.0
2021-10-02,Kerala,4707909,4540866,25303,529,35517881.0
2021-10-03,Kerala,4720206,4557199,25377,529,35606795.0
2021-10-04,Kerala,4729056,4574206,25526,529,35681666.0
2021-10-05,Kerala,4738791,4588084,25677,529,35774868.0
2021-10-06,Kerala,4751407,4602600,25811,529,35873650.0
2021-10-07,Kerala,4763695,4618408,25952,529,35972962.0
2021-10-08,Kerala,4774639,4631330,26072,529,36068472.0
2021-10-09,Kerala,4784109,4644211,26173,529,36156782.0
2021-10-10,Kerala,4794800,4656866,26258,529,36238696.0
2021-10-11,Kerala,4801796,4673442,26342,529,36305398.0
2021-10-12,Kerala,4809619,4685932,26448,529,36391429.0
2021-10-13,Kerala,4820698,4695904,26571,529,36481424.0
2021-10-14,Kerala,4829944,4706856,26667,529,36570157.0
2021-10-15,Kerala,4838811,4716728,26734,529,36649711.0
2021-10-16,Kerala,4846766,4728497,26791,529,36729483.0
2021-10-17,Kerala,4854321,4739270,26865,529,36802640.0
2021-10-18,Kerala,4860997,4750293,26925,529,36871308.0
2021-10-19,Kerala,4868640,4760781,27002,529,36953716.0
2021-10-20,Kerala,4879790,4769373,27084,529,37047867.0
2021-10-21,Kerala,4888523,4779228,27202,529,37134170.0
2021-10-22,Kerala,4897884,4788629,27765,529,37214563.0
2021-10-23,Kerala,4906793,4797409,28229,529,37300674.0
2021-10-24,Kerala,4915331,4808775,28592,529,37379774.0
2021-10-25,Kerala,4921995,4817785,28873,529,37440976.0
2021-10-26,Kerala,4929158,4824745,29355,529,37520098.0
2021-10-27,Kerala,4938603,4831468,29977,529,37602787.0
2021-10-28,Kerala,4946341,4836928,30685,529,37678830.0
2021-10-29,Kerala,4954063,4843576,31156,529,37750511.0
2021-10-30,Kerala,4961490,4850742,31514,529,37821220.0
2021-10-31,Kerala,4968657,4857181,31681,529,37886378.0
